1	datetime	  0	0	0	0	
2	log_level	  0	0	0	0	
3	component	  0	0	0	0	
4	data.task	  0	0	0	0	
5	data.source_area	  0	0	0	0	
6	data.tmp_staging_area	  0	0	0	0	
7	data.dst_staging_area	  0	0	0	0	
8	date_second	  0	0	0	0	
9	date_hour	  0	0	0	0	
10	date_minute	  0	0	0	0	
11	date_year	  0	0	0	0	
12	date_month	  0	0	0	0	
13	june	  0	0	0	0	
14	date_mday	  0	0	0	0	
15	date_wday	  0	0	0	0	
16	thursday	  0	0	0	0	
17	date_zone	  0	0	0	0	
18	timestartpos	  0	0	0	0	
19	timeendpos	  0	0	0	0	
20	timestamp	  0	0	0	0	
21	none	  0	0	0	0	
22	wednesday	  0	0	0	0	
23	local	  0	0	0	0	
24	friday	  0	0	0	0	
25	saturday	  0	0	0	0	
26	sunday	  0	0	0	0	
27	monday	  0	0	0	0	
