1	timestartpos	  0	0	0	0	
2	timeendpos	  0	0	0	0	
3	date_second	  0	0	0	0	
4	date_hour	  0	0	0	0	
5	date_minute	  0	0	0	0	
6	date_year	  0	0	0	0	
7	date_month	  0	0	0	0	
8	june	  0	0	0	0	
9	date_mday	  0	0	0	0	
10	date_wday	  0	0	0	0	
11	monday	  0	0	0	0	
12	date_zone	  0	0	0	0	
13	metrics_module	  0	0	0	0	
14	kvstore_connections	  0	0	0	0	
15	metric_name:spl.mlog.nullgroup.metrics_interval	  0	0	0	0	
16	instance:Instance	  0	0	0	0	
17	regex_cache	  0	0	0	0	
18	executor:cachemgr_down	  0	0	0	0	
19	jobs:cachemgr_down	  0	0	0	0	
20	executor:cachemgr_up	  0	0	0	0	
21	jobs:cachemgr_up	  0	0	0	0	
22	executor:cachemgr_del	  0	0	0	0	
23	jobs:cachemgr_del	  0	0	0	0	
24	executor:cachemgr_post_upload_job	  0	0	0	0	
25	jobs:cachemgr_post_upload_job	  0	0	0	0	
26	spacemgr	  0	0	0	0	
27	cachemgr_download	  0	0	0	0	
28	cachemgr_upload	  0	0	0	0	
29	cachemgr_bucket	  0	0	0	0	
30	cachemgr_cache_bid	  0	0	0	0	
31	cachemgr_cache_dma	  0	0	0	0	
32	cachemgr_cache_ra	  0	0	0	0	
33	cachemgr_delete	  0	0	0	0	
34	cachemgr_usage	      0	0	0	0	
35	s3client	  0	0	0	0	
36	deploy-connections	  0	0	0	0	
37	workload_management:Workload-Statistics	  0	0	0	0	
38	workload_management:ingest	  0	0	0	0	
39	conf	  0	0	0	0	
40	search_health_metrics:Distributed_Peer_Heartbeat	  0	0	0	0	
41	knowledgebundle_replication:blocked_search_metrics	  0	0	0	0	
42	Search_Health_Metrics:Dispatch_Directory_Reaper	  0	0	0	0	
43	Search_Health_Metrics:Bundle_Directory_Reaper	  0	0	0	0	
44	KVStore:sync	  0	0	0	0	
45	KVStore:dump	  0	0	0	0	
46	tpool:BundleReplThreadPool	  0	0	0	0	
47	bundles_uploads	  0	0	0	0	
48	bundles_downloads	  0	0	0	0	
49	bundle_replication	  0	0	0	0	
50	tpool:IndexerTPool	  0	0	0	0	
51	MPool	  0	0	0	0	
52	executor:FilesystemOpExecutor	  0	0	0	0	
53	jobs:FilesystemOp	  0	0	0	0	
54	bucket_metrics	  0	0	0	0	
55	channel_cache	  0	0	0	0	
56	queue:indexQueue	  0	0	0	0	
57	thruput:thruput	  0	0	0	0	
58	thruput:idxSummary	  0	0	0	0	
59	subtask_seconds:indexer	  0	0	0	0	
60	thruput:index_thruput	  0	0	0	0	
61	queue:nullQueue	  0	0	0	0	
62	queue:parsingQueue	  0	0	0	0	
63	pipeline_lb_cpu-parsing	  0	0	0	0	
64	pipeline_mp_cpu-parsing	  0	0	0	0	
65	queue:aggQueue	  0	0	0	0	
66	pipeline_agg_cpu-merging	  0	0	0	0	
67	queue:typingQueue	  0	0	0	0	
68	pipeline:regexextractionprocessor-typing	  0	0	0	0	
69	transforms:typing	  0	0	0	0	
70	queue:teeQueue	  0	0	0	0	
71	pipeline_msp_cpu-typing	  0	0	0	0	
72	queue:rulesetQueue	  0	0	0	0	
73	pipeline:regexextractionprocessor-ruleset	  0	0	0	0	
74	transforms:ruleset	  0	0	0	0	
75	queue:rfsQueue	  0	0	0	0	
76	queue:AQ	       0	0	0	0	
77	queue:AEQ	  0	0	0	0	
78	queue:UDP_queue	  0	0	0	0	
79	queue:stashparsing	  0	0	0	0	
80	pipeline_lb_cpu-stashparsing	  0	0	0	0	
81	pipeline_agg_cpu-stashparsing	  0	0	0	0	
82	pipeline:regexextractionprocessor-stashparsing	  0	0	0	0	
83	queue:WEL_queue	  0	0	0	0	
84	queue:WEVT	  0	0	0	0	
85	queue:execProcessorInternalQ	  0	0	0	0	
86	queue:fschangemanager_queue	  0	0	0	0	
87	queue:winparsing	  0	0	0	0	
88	pipeline_lb_cpu-winparsing	  0	0	0	0	
89	pipeline_agg_cpu-winparsing	  0	0	0	0	
90	queue:tcpin_queue	  0	0	0	0	
91	queue:splunktcpin	  0	0	0	0	
92	tcpin_connections	  0	0	0	0	
93	queue:auditQueue	  0	0	0	0	
94	Pipeline:indexerPipe	  0	0	0	0	
95	Pipeline:fschangemanager	  0	0	0	0	
96	Pipeline:stashparsing	  0	0	0	0	
97	Pipeline:scheduler	  0	0	0	0	
98	dutycycle:ingest	  0	0	0	0	
99	map:pipelineInputChannel	  0	0	0	0	
100	dutycycle:management	  0	0	0	0	
101	Pipeline:rfsoutput	  0	0	0	0	
102	executor:AlertNotifierExecutor	  0	0	0	0	
103	Pipeline:winparsing	  0	0	0	0	
104	jobs:AlertNotifier	  0	0	0	0	
105	Pipeline:tcp	  0	0	0	0	
106	pipelineset:load_metrics	  0	0	0	0	
107	Pipeline:exec	  0	0	0	0	
108	SearchScheduler	  0	0	0	0	
109	Pipeline:ruleset	  0	0	0	0	
110	Pipeline:archivePipe	  0	0	0	0	
111	queue:httpInputQ	  0	0	0	0	
112	Pipeline:typing	  0	0	0	0	
